name,location,rating,review_count,price,categories,coordinates,latitude,longitude
West of Pecos,"550 Valencia St San Francisco, CA 94110",4.0,981,$$,Mexican,"{'latitude': 37.76402, 'longitude': -122.4221}",37.76402,-122.4221
Azucar Lounge,"299 9th St San Francisco, CA 94103",4.0,653,$$,Mexican,"{'latitude': 37.77392, 'longitude': -122.411618}",37.77392,-122.411618
Uno Dos Tacos,"595 Market St San Francisco, CA 94105",4.0,758,$,Mexican,"{'latitude': 37.789132, 'longitude': -122.400815612269}",37.789132,-122.400815612269
Cilantro SF Taqueria,"2257 Mason St San Francisco, CA 94133",4.0,142,$,Mexican,"{'latitude': 37.80449, 'longitude': -122.41356}",37.80449,-122.41356
Los Yaquis,"324 S Van Ness Ave San Francisco, CA 94103",4.0,306,$$,Mexican,"{'latitude': 37.767872787607, 'longitude': -122.41790256426}",37.767872787607,-122.41790256426
Tacolicious,"2250 Chestnut St San Francisco, CA 94123",3.5,1601,$$,Mexican,"{'latitude': 37.8004125, 'longitude': -122.4404725}",37.8004125,-122.4404725
Taqueria El Buen Sabor,"699 Valencia St San Francisco, CA 94110",4.0,601,$,Mexican,"{'latitude': 37.7618209086132, 'longitude': -122.42140524173}",37.7618209086132,-122.42140524173
Taqueria Castillo Mason,"10 Mason St San Francisco, CA 94102",4.0,252,$,Mexican,"{'latitude': 37.7836306, 'longitude': -122.408976}",37.7836306,-122.408976
Celia's by the Beach,"4019 Judah St San Francisco, CA 94122",3.5,361,$$,Mexican,"{'latitude': 37.760244, 'longitude': -122.505205}",37.760244,-122.505205
Papalote Mexican Grill,"3409 24th St San Francisco, CA 94110",3.5,2189,$$,Mexican,"{'latitude': 37.75194, 'longitude': -122.42094}",37.75194,-122.42094
Olivo's,"1017 Larkin St San Francisco, CA 94109",4.0,336,$,Mexican,"{'latitude': 37.7872267, 'longitude': -122.4184763}",37.7872267,-122.4184763
Taqueria El Farolito,"358 Beach St San Francisco, CA 94133",3.5,121,$$,Mexican,"{'latitude': 37.8075078, 'longitude': -122.414911}",37.8075078,-122.414911
El Techo,"2516 Mission St San Francisco, CA 94110",4.0,1829,$$,Mexican,"{'latitude': 37.7566307288009, 'longitude': -122.419098317624}",37.7566307288009,-122.419098317624
Panzon,"53 Stevenson St San Francisco, CA 94105",4.0,101,$$,Mexican,"{'latitude': 37.7896, 'longitude': -122.39952}",37.7896,-122.39952
Orale Orale,"113 Sacramento St San Francisco, CA 94111",3.5,586,$$,Mexican,"{'latitude': 37.7944345, 'longitude': -122.3969439}",37.7944345,-122.3969439
La Espiga De Oro,"2916 24th St San Francisco, CA 94110",4.5,165,$,Mexican,"{'latitude': 37.75294, 'longitude': -122.4104}",37.75294,-122.4104
Doña Mago,"301 S Van Ness Ave San Francisco, CA 94103",4.5,59,$$,Mexican,"{'latitude': 37.7682571411133, 'longitude': -122.417472839355}",37.7682571411133,-122.417472839355
Tlaloc Sabor Mexicano,"525 Commercial St San Francisco, CA 94111",3.5,665,$$,Mexican,"{'latitude': 37.7943305138881, 'longitude': -122.401777234437}",37.7943305138881,-122.401777234437
Arguello,"50 Moraga Ave San Francisco, CA 94129",3.0,313,$$,Mexican,"{'latitude': 37.797649, 'longitude': -122.458988}",37.797649,-122.458988
Taqueria Vallarta,"3033 24th St San Francisco, CA 94110",4.0,790,$,Mexican,"{'latitude': 37.7524796182579, 'longitude': -122.412584026201}",37.7524796182579,-122.412584026201
Taco Los Altos,"737 Cortland St San Francisco, CA 94110",3.5,229,$,Mexican,"{'latitude': 37.7390378, 'longitude': -122.414844}",37.7390378,-122.414844
La Fonda,"712 Irving St San Francisco, CA 94122",3.0,409,$,Mexican,"{'latitude': 37.76425, 'longitude': -122.46553}",37.76425,-122.46553
Chisme Cantina,"882 Sutter St San Francisco, CA 94109",4.5,394,$$,Mexican,"{'latitude': 37.78862, 'longitude': -122.41483}",37.78862,-122.41483
Poc-Chuc,"2886 16th St San Francisco, CA 94103",4.5,533,$$,Mexican,"{'latitude': 37.765643, 'longitude': -122.417139}",37.765643,-122.417139
Chicano Nuevo,"3158 Mission St San Francisco, CA 94110",4.5,29,$$,Mexican,"{'latitude': 37.7468705617692, 'longitude': -122.419589459896}",37.7468705617692,-122.419589459896
Tres Tequila Lounge & Mexican Kitchen,"130 Townsend St San Francisco, CA 94107",3.0,1648,$$,Mexican,"{'latitude': 37.78015, 'longitude': -122.39132}",37.78015,-122.39132
The City Taqueria,"1836 Divisadero St San Francisco, CA 94115",3.5,310,$,Mexican,"{'latitude': 37.7867240905762, 'longitude': -122.439781188965}",37.7867240905762,-122.439781188965
Underdogs Too,"3600 Taraval St San Francisco, CA 94116",3.5,183,$$,Mexican,"{'latitude': 37.74202, 'longitude': -122.5048}",37.74202,-122.5048
Tortas Los Picudos,"2969 24th St San Francisco, CA 94110",4.5,286,$$,Mexican,"{'latitude': 37.75254, 'longitude': -122.41135}",37.75254,-122.41135
Primavera,"1 Ferry Plz Ferry Plaza Farmers Market San Francisco, CA 94111",4.5,215,$$,Mexican,"{'latitude': 37.7957266353613, 'longitude': -122.392232702546}",37.7957266353613,-122.392232702546
Noe's Cantina,"1199 Church St San Francisco, CA 94114",3.5,50,$$,Mexican,"{'latitude': 37.7518300837199, 'longitude': -122.427139878273}",37.7518300837199,-122.427139878273
Manitas Cafe,"2078 Hayes St San Francisco, CA 94117",4.5,88,$$,Mexican,"{'latitude': 37.77351, 'longitude': -122.45071}",37.77351,-122.45071
Mosto,"741 Valencia St San Francisco, CA 94110",4.0,264,$$,Mexican,"{'latitude': 37.76095, 'longitude': -122.421331}",37.76095,-122.421331
Taqueria Gonzalez,"2531 San Bruno Ave San Francisco, CA 94134",4.0,39,$$,Mexican,"{'latitude': 37.72984, 'longitude': -122.40423}",37.72984,-122.40423
Dos Piñas,"251 Rhode Island St San Francisco, CA 94103",3.5,608,$,Mexican,"{'latitude': 37.76673, 'longitude': -122.40257}",37.76673,-122.40257
Casa De La Condesa Restaurant,"2763 Mission St San Francisco, CA 94110",4.5,41,$$,Mexican,"{'latitude': 37.7528835549339, 'longitude': -122.418238297105}",37.7528835549339,-122.418238297105
Taqueria Cazadores,"1600 Mission St San Francisco, CA 94103",4.0,179,$,Mexican,"{'latitude': 37.7723788563514, 'longitude': -122.419041535}",37.7723788563514,-122.419041535
Copita Tequileria Y Comida,"739 Bridgeway Sausalito, CA 94965",3.5,843,$$,Mexican,"{'latitude': 37.8564052, 'longitude': -122.4800773}",37.8564052,-122.4800773
Don Ramon's,"225 11th St San Francisco, CA 94103",3.5,409,$$,Mexican,"{'latitude': 37.772932, 'longitude': -122.41502}",37.772932,-122.41502
Roosevelt Tamale Parlor,"2817 24th St San Francisco, CA 94110",4.0,436,$$,Mexican,"{'latitude': 37.7526321411133, 'longitude': -122.408584594727}",37.7526321411133,-122.408584594727
Caramba,"78 2nd St San Francisco, CA 94105",3.5,360,$$,Mexican,"{'latitude': 37.7882225811481, 'longitude': -122.400147467852}",37.7882225811481,-122.400147467852
La Tortilla,"495 Castro St San Francisco, CA 94114",2.5,319,$,Mexican,"{'latitude': 37.76109, 'longitude': -122.4347}",37.76109,-122.4347
Casa Mexicana II,"3917 24th St San Francisco, CA 94114",3.0,286,$,Mexican,"{'latitude': 37.75141, 'longitude': -122.43017}",37.75141,-122.43017
Casa Mexicana,"180 Church St San Francisco, CA 94114",3.5,247,$,Mexican,"{'latitude': 37.7680999, 'longitude': -122.42937}",37.7680999,-122.42937
Chico's Grill,"3771 Mission St San Francisco, CA 94110",4.0,110,$$,Mexican,"{'latitude': 37.7363789, 'longitude': -122.4242484}",37.7363789,-122.4242484
Cinco De Mayo Taqueria,"2426 San Bruno Ave San Francisco, CA 94134",4.0,182,$,Mexican,"{'latitude': 37.7317237854004, 'longitude': -122.405624389648}",37.7317237854004,-122.405624389648
Mezcalito,"2323 Polk St San Francisco, CA 94109",3.5,290,$$,Mexican,"{'latitude': 37.7981693918836, 'longitude': -122.422388639632}",37.7981693918836,-122.422388639632
Rosa Mexicano,"30 Mission St San Francisco, CA 94105",3.0,737,$$,Mexican,"{'latitude': 37.793244, 'longitude': -122.3934263}",37.793244,-122.3934263
Garajito,"257 3rd St San Francisco, CA 94103",4.5,111,$$,Mexican,"{'latitude': 37.7846021851334, 'longitude': -122.3998460452}",37.7846021851334,-122.3998460452
TacoBar,"2401 California St San Francisco, CA 94115",3.0,649,$$,Mexican,"{'latitude': 37.78869, 'longitude': -122.43405}",37.78869,-122.43405
HRD,"521A 3rd St San Francisco, CA 94107",4.0,2479,$$,Mexican,"{'latitude': 37.7811065758548, 'longitude': -122.395329724426}",37.7811065758548,-122.395329724426
Los Reyes Restaurant,"2101 Geneva Ave San Francisco, CA 94134",4.5,53,$,Mexican,"{'latitude': 37.7086765, 'longitude': -122.4207741}",37.7086765,-122.4207741
Mijita,"1 Ferry Bldg Ste 44 San Francisco, CA 94111",2.5,874,$$,Mexican,"{'latitude': 37.795573384309, 'longitude': -122.393141396264}",37.795573384309,-122.393141396264
CHICA,"120 Green St San Francisco, CA 94111",4.0,65,$$,Mexican,"{'latitude': 37.8005166340801, 'longitude': -122.401859387755}",37.8005166340801,-122.401859387755
La Santaneca De La Mission,"2815 Mission St San Francisco, CA 94110",4.0,377,$$,Mexican,"{'latitude': 37.75192, 'longitude': -122.41814}",37.75192,-122.41814
Bonita Taqueria Y Rotisserie,"2257 Chestnut St San Francisco, CA 94123",3.5,294,$$,Mexican,"{'latitude': 37.8000984, 'longitude': -122.4403992}",37.8000984,-122.4403992
Cadillac Bar & Grill,"44 9th St San Francisco, CA 94103",3.5,344,$$,Mexican,"{'latitude': 37.776846, 'longitude': -122.415784}",37.776846,-122.415784
El  Farolito Taqueria,"394 Grand Ave South  San Francisco, CA 94080",4.0,593,$,Mexican,"{'latitude': 37.65594, 'longitude': -122.41218}",37.65594,-122.41218
Barrio,"1609 Powell St San Francisco, CA 94133",4.5,82,$$,Mexican,"{'latitude': 37.7995429440611, 'longitude': -122.410825960609}",37.7995429440611,-122.410825960609
Parada 22,"1805 Haight St San Francisco, CA 94117",4.0,1169,$$,Mexican,"{'latitude': 37.7692967769619, 'longitude': -122.452065106142}",37.7692967769619,-122.452065106142
Glena's,"632 20th St San Francisco, CA 94107",4.0,182,$$,Mexican,"{'latitude': 37.76068, 'longitude': -122.38822}",37.76068,-122.38822
Tacos El Primo,"1500 Yosemite Ave San Francisco, CA 94124",4.5,52,$,Mexican,"{'latitude': 37.7257894088837, 'longitude': -122.389801}",37.7257894088837,-122.389801
Lola's Taqueria,"110 Main St Tiburon, CA 94920",4.5,73,$$,Mexican,"{'latitude': 37.8738767617587, 'longitude': -122.458706174836}",37.8738767617587,-122.458706174836
El Pípila,"879 Brannan St San Francisco, CA 94103",4.0,59,$$,Mexican,"{'latitude': 37.7715833, 'longitude': -122.4048175}",37.7715833,-122.4048175
Rincon Latino,"5080 Mission St San Francisco, CA 94112",4.0,37,$$,Mexican,"{'latitude': 37.7171536, 'longitude': -122.440693}",37.7171536,-122.440693
La Torta Gorda,"2833 24th St San Francisco, CA 94110",4.0,299,$,Mexican,"{'latitude': 37.752683, 'longitude': -122.408717}",37.752683,-122.408717
Chava's Restaurant,"2839 Mission St San Francisco, CA 94110",4.0,185,$$,Mexican,"{'latitude': 37.7515983581543, 'longitude': -122.418037414551}",37.7515983581543,-122.418037414551
Taqueria San Francisco,"2794 24th St San Francisco, CA 94110",4.0,240,$,Mexican,"{'latitude': 37.75309, 'longitude': -122.40802}",37.75309,-122.40802
Tacos Cala,"50 Hickory St San Francisco, CA 94102",4.0,47,$$,Mexican,"{'latitude': 37.7760002, 'longitude': -122.4203666}",37.7760002,-122.4203666
Picon,"167 11th St San Francisco, CA 94103",4.5,35,$,Mexican,"{'latitude': 37.7737227, 'longitude': -122.4161162}",37.7737227,-122.4161162
La Tapatia Mexicatessen,"411 Grand Ave South San Francisco, CA 94080",4.0,672,$,Mexican,"{'latitude': 37.65548, 'longitude': -122.41296}",37.65548,-122.41296
Mateo's,"1455 Market St San Francisco, CA 94103",4.0,29,$$,Mexican,"{'latitude': 37.775662, 'longitude': -122.418315}",37.775662,-122.418315
Mestiza Taqueria,"595 Bryant St San Francisco, CA 94107",3.5,166,$$,Mexican,"{'latitude': 37.77959, 'longitude': -122.39777}",37.77959,-122.39777
Balompie Cafe No 3,"3801 Mission St San Francisco, CA 94110",4.0,340,$$,Mexican,"{'latitude': 37.7359762, 'longitude': -122.4243794}",37.7359762,-122.4243794
Casa Latina,"1805 San Pablo Ave Berkeley, CA 94702",4.5,1142,$$,Mexican,"{'latitude': 37.87154, 'longitude': -122.29259}",37.87154,-122.29259
El Azteca Taqueria,"5298 3rd St San Francisco, CA 94124",3.5,84,$,Mexican,"{'latitude': 37.729317, 'longitude': -122.392731}",37.729317,-122.392731
Los Hermanos Taqueria,"868 Geary St San Francisco, CA 94109",3.5,230,$,Mexican,"{'latitude': 37.78644, 'longitude': -122.41764}",37.78644,-122.41764
Panchita's Restaurant,"3091 16th St San Francisco, CA 94103",4.0,690,$$,Mexican,"{'latitude': 37.76471, 'longitude': -122.4216}",37.76471,-122.4216
La Laguna Taqueria,"3906 3rd St San Francisco, CA 94124",4.0,118,$,Mexican,"{'latitude': 37.74185, 'longitude': -122.38858}",37.74185,-122.38858
Taqueria Cancun,"1003 Market St San Francisco, CA 94103",3.5,405,$,Mexican,"{'latitude': 37.7820053, 'longitude': -122.4103635}",37.7820053,-122.4103635
Los Panchos,"3206 Mission St San Francisco, CA 94110",4.0,341,$,Mexican,"{'latitude': 37.7455685, 'longitude': -122.4200766}",37.7455685,-122.4200766
Don Chuys Mexi-Mercado,"544 Excelsior Ave San Francisco, CA 94112",4.5,64,$,Mexican,"{'latitude': 37.72383, 'longitude': -122.42913}",37.72383,-122.42913
Franco's Latin Table,"24 W Portal Ave San Francisco, CA 94127",4.0,53,$$,Mexican,"{'latitude': 37.7406245, 'longitude': -122.4663397}",37.7406245,-122.4663397
Tato,"4608 3rd St San Francisco, CA 94124",4.5,77,$$,Mexican,"{'latitude': 37.7363085992944, 'longitude': -122.390521690249}",37.7363085992944,-122.390521690249
Gilberth's Latin Fusion Restaurant,"2427 3rd St San Francisco, CA 94107",4.0,346,$$,Mexican,"{'latitude': 37.7587060475115, 'longitude': -122.388232190892}",37.7587060475115,-122.388232190892
Los Hermanos Mexican Food,"2026 Chestnut St San Francisco, CA 94123",3.5,300,$,Mexican,"{'latitude': 37.8008834613753, 'longitude': -122.436972445783}",37.8008834613753,-122.436972445783
Los Moles,"1320 65th St Emeryville, CA 94608",4.0,1080,$$,Mexican,"{'latitude': 37.8471199, 'longitude': -122.29141}",37.8471199,-122.29141
Las Isletas Restaurant,"4508 3rd St San Francisco, CA 94124",3.5,64,$$,Mexican,"{'latitude': 37.7370713, 'longitude': -122.3900866}",37.7370713,-122.3900866
La Canasta,"3006 Buchanan St San Francisco, CA 94123",3.5,325,$,Mexican,"{'latitude': 37.797728, 'longitude': -122.4322319}",37.797728,-122.4322319
Taqueria El Castillito,"2092 Mission St San Francisco, CA 94110",3.5,204,$,Mexican,"{'latitude': 37.7636236, 'longitude': -122.4196886}",37.7636236,-122.4196886
Lisa's Mexican Restaurant,"6582 Mission St Daly City, CA 94014",4.0,300,$$,Mexican,"{'latitude': 37.70335, 'longitude': -122.46314}",37.70335,-122.46314
El Paisa Restaurante-Jenny & Jesse,"3322 Mission St San Francisco, CA 94110",4.0,68,$$,Mexican,"{'latitude': 37.7436278695822, 'longitude': -122.421432494205}",37.7436278695822,-122.421432494205
barvale,"661 Divisadero San Francisco, CA 94117",4.0,317,$$,Mexican,"{'latitude': 37.77574, 'longitude': -122.43829}",37.77574,-122.43829
Tortas Boos Voni,"5170 Mission St San Francisco, CA 94112",4.0,147,$,Mexican,"{'latitude': 37.7161199, 'longitude': -122.44165}",37.7161199,-122.44165
Las Brisas de Acapulco,"3137 Mission St San Francisco, CA 94110",4.0,50,$,Mexican,"{'latitude': 37.74706, 'longitude': -122.41861}",37.74706,-122.41861
Artesano,"3415 California St San Francisco, CA 94118",4.0,347,$$,Mexican,"{'latitude': 37.786534, 'longitude': -122.450035}",37.786534,-122.450035
El Faro,"82 1st St San Francisco, CA 94105",2.5,224,$,Mexican,"{'latitude': 37.789852, 'longitude': -122.397972}",37.789852,-122.397972
Altena Restaurant,"3346 Mission St San Francisco, CA 94110",3.5,64,$,Mexican,"{'latitude': 37.7434, 'longitude': -122.42167}",37.7434,-122.42167
Bayshore Taqueria,"300 Bay Shore Blvd Unit A San Francisco, CA 94124",4.5,233,$,Mexican,"{'latitude': 37.7430959, 'longitude': -122.4053719}",37.7430959,-122.4053719
El Taco Loco The Original,"3274 24th St San Francisco, CA 94110",4.0,126,$,Mexican,"{'latitude': 37.7523918, 'longitude': -122.4178925}",37.7523918,-122.4178925
Carmelina's Taqueria,"500 Parnassus Ave San Francisco, CA 94143",3.5,93,$,Mexican,"{'latitude': 37.763811, 'longitude': -122.45793}",37.763811,-122.45793
El Super Burrito,"1200 Polk St San Francisco, CA 94109",3.0,342,$,Mexican,"{'latitude': 37.7879027277231, 'longitude': -122.420070916414}",37.7879027277231,-122.420070916414
Express Liquor and Pupuseria,"4715 Geary Blvd San Francisco, CA 94118",4.5,103,$,Mexican,"{'latitude': 37.780574627831, 'longitude': -122.469850676482}",37.780574627831,-122.469850676482
La Playa Taqueria,"3817 Noriega St San Francisco, CA 94122",3.0,370,$,Mexican,"{'latitude': 37.75277, 'longitude': -122.50458}",37.75277,-122.50458
Lolinda,"2518 Mission St San Francisco, CA 94110",4.0,1936,$$$,Mexican,"{'latitude': 37.756673, 'longitude': -122.4190868}",37.756673,-122.4190868
Burrito Loco,"850 Ulloa St San Francisco, CA 94127",3.5,127,$,Mexican,"{'latitude': 37.7410372, 'longitude': -122.4657329}",37.7410372,-122.4657329
Hook Fish,"4542 Irving St San Francisco, CA 94122",4.5,468,$$,Mexican,"{'latitude': 37.7623772, 'longitude': -122.5065697}",37.7623772,-122.5065697
El Tomate Restaurant,"2904 24th St San Francisco, CA 94110",4.0,86,$$,Mexican,"{'latitude': 37.75289, 'longitude': -122.41027}",37.75289,-122.41027
Cantina Verde,"388 Market St Unit 104 San Francisco, CA 94111",3.5,266,$,Mexican,"{'latitude': 37.7923265316518, 'longitude': -122.398375103705}",37.7923265316518,-122.398375103705
El Tonayense Taco Truck,"14th St & Harrison St San Francisco, CA 94103",4.0,467,$,Mexican,"{'latitude': 37.76869, 'longitude': -122.413452}",37.76869,-122.413452
San Pancho's Tacos,"491 Bayshore Blvd San Francisco, CA 94124",4.5,64,$,Mexican,"{'latitude': 37.7402754, 'longitude': -122.4061328}",37.7402754,-122.4061328
Avatar's Restaurant,"2656 Bridgeway Blvd Sausalito, CA 94965",4.5,1543,$$,Mexican,"{'latitude': 37.8686903295039, 'longitude': -122.501987684253}",37.8686903295039,-122.501987684253
Sabor,"3263 Mission St San Francisco, CA 94110",4.0,127,$$,Mexican,"{'latitude': 37.7446726, 'longitude': -122.4203066}",37.7446726,-122.4203066
The Green Enchilada,"444 Manor Plz Pacifica, CA 94044",4.0,538,$$,Mexican,"{'latitude': 37.6509564, 'longitude': -122.4921143}",37.6509564,-122.4921143
Taqueria El Jalapeno,"1338 Ocean Ave San Francisco, CA 94105",3.5,138,$,Mexican,"{'latitude': 37.72432, 'longitude': -122.45703}",37.72432,-122.45703
Nena's Restaurant,"3459 Mission St San Francisco, CA 94110",4.0,48,$,Mexican,"{'latitude': 37.7414314448833, 'longitude': -122.422514408827}",37.7414314448833,-122.422514408827
Mexico au Parc,"24 S Park Ave San Francisco, CA 94107",3.5,345,$,Mexican,"{'latitude': 37.782291, 'longitude': -122.393665}",37.782291,-122.393665
La Paz Restaurant Pupuseria,"1028 Potrero Ave San Francisco, CA 94110",4.0,103,$,Mexican,"{'latitude': 37.7556396, 'longitude': -122.4067429}",37.7556396,-122.4067429
Alma Cocina,"2801 Folsom St San Francisco, CA 94110",4.0,247,$$,Mexican,"{'latitude': 37.7523758, 'longitude': -122.4138638}",37.7523758,-122.4138638
Taqueria Mi Durango,"287 El Camino Real San Bruno, CA 94066",4.0,313,$,Mexican,"{'latitude': 37.61963, 'longitude': -122.41062}",37.61963,-122.41062
La Mission,"1255 University Ave Berkeley, CA 94702",4.0,1061,$$,Mexican,"{'latitude': 37.8698395883553, 'longitude': -122.287912028045}",37.8698395883553,-122.287912028045
La Penca Azul,"1440 Park St Alameda, CA 94501",3.5,2019,$$,Mexican,"{'latitude': 37.765068774954, 'longitude': -122.24183050776}",37.765068774954,-122.24183050776
Yucatasia,"2164 Mission St San Francisco, CA 94110",4.0,65,$,Mexican,"{'latitude': 37.76237, 'longitude': -122.41983}",37.76237,-122.41983
